model,cand_id,status,sample_dir,b,subject,test_path,test_method_count_llm,test_method_count_human,test_method_name_overlap,test_method_name_jaccard,added_test_count_llm,added_test_count_human,added_test_overlap,added_test_name_jaccard,deleted_test_count_llm,deleted_test_count_human,deleted_test_overlap,deleted_test_name_jaccard,modified_test_count_llm,modified_test_count_human,modified_test_overlap,modified_test_name_jaccard,assert_count_llm,assert_count_human,assert_count_ratio,assert_type_distribution_llm,assert_type_distribution_human,assert_type_jaccard,exception_assert_count_llm,exception_assert_count_human,added_tests_llm,added_tests_human,deleted_tests_llm,deleted_tests_human,modified_tests_llm,modified_tests_human,error
deepseek-v4-pro,27,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand027_17a6d163c62d,17a6d163c62d7bbfc9e19c11e0d52ae06b5160b1,Adding a createStarted() method per request in LANG-1138,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,9,9,9,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,45,45,1.0000,"{""assertEquals"": 5, ""assertFalse"": 7, ""assertTrue"": 19, ""fail"": 14}","{""assertEquals"": 5, ""assertFalse"": 7, ""assertTrue"": 19, ""fail"": 14}",1.0000,0,0,"[""testStopWatchStatic""]","[""testStopWatchStatic""]",[],[],[],[],
deepseek-v4-pro,28,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand028_184c9e83211a,184c9e83211a0552698a934d45d3ebca2c789881,WordUtils.wrap() zero-width wrapOn regex match causes infinite loop. (#1649),src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,17,17,17,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,214,214,1.0000,"{""assertEquals"": 172, ""assertFalse"": 14, ""assertNotNull"": 2, ""assertNull"": 22, ""assertTimeout"": 1, ""assertTrue"": 3}","{""assertEquals"": 172, ""assertFalse"": 14, ""assertNotNull"": 2, ""assertNull"": 22, ""assertTimeout"": 1, ""assertTrue"": 3}",1.0000,0,0,"[""testZeroWidthWrapOnRegex""]","[""testZeroWidthWrapOnRegex""]",[],[],[],[],
deepseek-v4-pro,29,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand029_1974c83561d0,1974c83561d09cf73a575f992fbd8416e3354d20,incorporated feedback from Peter,src/test/java/org/apache/commons/lang3/ThreadUtilsTest.java,27,27,27,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,40,40,1.0000,"{""assertEquals"": 24, ""assertFalse"": 1, ""assertNotNull"": 3, ""assertNull"": 4, ""assertSame"": 1, ""assertTrue"": 7}","{""assertEquals"": 24, ""assertFalse"": 1, ""assertNotNull"": 3, ""assertNull"": 4, ""assertSame"": 1, ""assertTrue"": 7}",1.0000,13,13,[],[],[],[],"[""testComplexThreadGroups""]","[""testComplexThreadGroups""]",
deepseek-v4-pro,30,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand030_1a002c67f2d3,1a002c67f2d3c198411a62165e53b31d6b414aa3,LANG-1225: Add RandomStringUtils#randomGraph and #randomPrint which match corresponding regular expression class,src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,11,11,11,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,62,62,1.0000,"{""assertEquals"": 21, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 24, ""fail"": 15}","{""assertEquals"": 21, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertTrue"": 24, ""fail"": 15}",1.0000,0,0,[],[],[],[],"[""testRandomStringUtils""]","[""testRandomStringUtils""]",
deepseek-v4-pro,31,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand031_1a20867d01ef,1a20867d01ef8ee5b32b0620125b7c38a10b80c5,LANG-1310: MethodUtils.invokeMethod throws ArrayStoreException if using varargs arguments and smaller types than the method defines (closes #256),src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,29,29,29,1.0000,0,0,0,1.0000,0,0,0,1.0000,3,3,3,1.0000,132,132,1.0000,"{""assertArrayEquals"": 3, ""assertEquals"": 101, ""assertFalse"": 2, ""assertNotNull"": 3, ""assertNotSame"": 1, ""assertNull"": 2, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 5, ""fail"": 8}","{""assertArrayEquals"": 3, ""assertEquals"": 101, ""assertFalse"": 2, ""assertNotNull"": 3, ""assertNotSame"": 1, ""assertNull"": 2, ""assertSame"": 4, ""assertThat"": 3, ""assertTrue"": 5, ""fail"": 8}",1.0000,6,6,[],[],[],[],"[""testGetMatchingAccessibleMethod"", ""testInvokeMethod"", ""testInvokeStaticMethod""]","[""testGetMatchingAccessibleMethod"", ""testInvokeMethod"", ""testInvokeStaticMethod""]",
deepseek-v4-pro,32,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand032_1a3a12dc7388,1a3a12dc7388a177c4ae64f5e3c96a7d462c003d,[LANG-1784] Add Functions methods for null-safe mapping and chaining #1435,src/test/java/org/apache/commons/lang3/function/FunctionsTest.java,5,5,5,1.0000,3,3,3,1.0000,0,0,0,1.0000,0,0,0,1.0000,23,23,1.0000,"{""assertEquals"": 4, ""assertFalse"": 1, ""assertNull"": 11, ""assertThrows"": 6, ""assertTrue"": 1}","{""assertEquals"": 4, ""assertFalse"": 1, ""assertNull"": 11, ""assertThrows"": 6, ""assertTrue"": 1}",1.0000,6,6,"[""testApplyNotNull"", ""testApplyNotNull2"", ""testApplyNotNull3""]","[""testApplyNotNull"", ""testApplyNotNull2"", ""testApplyNotNull3""]",[],[],[],[],
deepseek-v4-pro,33,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand033_1a60c21395fe,1a60c21395fe7648188d1c91f62ac7baefa12742,Applying the copy of the HashCodeBuilder code to stop cyclic references over to EqualsBuilder per LANG-606 and Oliver Sauder's patch,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,241,241,1.0000,"{""assertEquals"": 4, ""assertFalse"": 8, ""assertNull"": 3, ""assertTrue"": 226}","{""assertEquals"": 4, ""assertFalse"": 8, ""assertNull"": 3, ""assertTrue"": 226}",1.0000,0,0,[],[],[],[],[],[],
deepseek-v4-pro,34,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand034_1a77a547dd72,1a77a547dd72e82a8967e462406436a1c2e341a2,"Add allNull() and anyNull() methods to ObjectUtils, as well as their associated tests. (#522)",src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,50,50,50,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,223,223,1.0000,"{""assertArrayEquals"": 1, ""assertEquals"": 76, ""assertFalse"": 31, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 20, ""assertSame"": 30, ""assertThrows"": 19, ""assertTrue"": 41, ""fail"": 1}","{""assertArrayEquals"": 1, ""assertEquals"": 76, ""assertFalse"": 31, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertNull"": 20, ""assertSame"": 30, ""assertThrows"": 19, ""assertTrue"": 41, ""fail"": 1}",1.0000,19,19,"[""testAllNull"", ""testAnyNull""]","[""testAllNull"", ""testAnyNull""]",[],[],[],[],
deepseek-v4-pro,35,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand035_1b9d938d66a1,1b9d938d66a172b200fd90d4a61707852bdb4b8f,"LANG-1118 Fix StringUtils.repeat(char, int) dealing with negative repeat value",src/test/java/org/apache/commons/lang3/StringUtilsTest.java,125,125,125,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1160,1160,1.0000,"{""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 5, ""assertEquals"": 911, ""assertFalse"": 46, ""assertNotNull"": 2, ""assertNull"": 117, ""assertSame"": 2, ""assertTrue"": 50, ""fail"": 6}","{""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 5, ""assertEquals"": 911, ""assertFalse"": 46, ""assertNotNull"": 2, ""assertNull"": 117, ""assertSame"": 2, ""assertTrue"": 50, ""fail"": 6}",1.0000,12,12,"[""testRepeat_CharInt""]","[""testRepeat_CharInt""]",[],[],[],[],
deepseek-v4-pro,36,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand036_1e455838963a,1e455838963a99f7e76e334850c00293262f9573,LANG-1778 fix by reversing order (#1414),src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,44,44,44,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,222,222,1.0000,"{""assertArrayEquals"": 8, ""assertEquals"": 131, ""assertFalse"": 2, ""assertNotNull"": 17, ""assertNotSame"": 1, ""assertNull"": 19, ""assertNullPointerException"": 14, ""assertSame"": 4, ""assertThrows"": 14, ""assertTrue"": 12}","{""assertArrayEquals"": 8, ""assertEquals"": 131, ""assertFalse"": 2, ""assertNotNull"": 17, ""assertNotSame"": 1, ""assertNull"": 19, ""assertNullPointerException"": 14, ""assertSame"": 4, ""assertThrows"": 14, ""assertTrue"": 12}",1.0000,14,14,[],[],[],[],"[""testGetMatchingMethod""]","[""testGetMatchingMethod""]",
deepseek-v4-pro,37,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand037_1f35e7c99b66,1f35e7c99b66b8d46c4ad96558e694a10aa38062,[LANG-586] Clear ThreadLocal for HashCodeBuilder as well,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,113,113,1.0000,"{""assertEquals"": 104, ""assertNull"": 2, ""fail"": 7}","{""assertEquals"": 104, ""assertNull"": 2, ""fail"": 7}",1.0000,0,0,[],[],[],[],[],[],
deepseek-v4-pro,38,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand038_1f56bd103d53,1f56bd103d53c8c6ba7502c6586c26be01bfdb80,LANG-1261: ArrayUtils#contains and ArrayUtils#indexOf should compare objects with different types,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,256,256,256,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1605,1605,1.0000,"{""assertArrayEquals"": 53, ""assertEquals"": 973, ""assertFalse"": 171, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 10, ""assertSame"": 71, ""assertTrue"": 281, ""fail"": 16}","{""assertArrayEquals"": 53, ""assertEquals"": 973, ""assertFalse"": 171, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 10, ""assertSame"": 71, ""assertTrue"": 281, ""fail"": 16}",1.0000,2,2,"[""testContains_LANG_1261""]","[""testContains_LANG_1261""]",[],[],[],[],
deepseek-v4-pro,39,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand039_217da1e6aa2b,217da1e6aa2b2c9f626ed2efa42e3e3996175571,implement lastIndexOf,src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,7,7,7,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,20,20,1.0000,"{""assertArrayEquals"": 2, ""assertEquals"": 8, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertNull"": 3, ""assertThrows"": 3, ""assertTrue"": 2}","{""assertArrayEquals"": 2, ""assertEquals"": 8, ""assertFalse"": 1, ""assertNotNull"": 1, ""assertNull"": 3, ""assertThrows"": 3, ""assertTrue"": 2}",1.0000,3,3,[],[],[],[],[],[],
deepseek-v4-pro,40,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand040_23f18044d1cc,23f18044d1cc750ce07a59662f636468e616d4d5,Update documentation related to the issue LANG-696 (#449),src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,62,62,62,1.0000,0,0,0,1.0000,0,0,0,1.0000,3,3,3,1.0000,763,763,1.0000,"{""assertArrayEquals"": 10, ""assertEquals"": 342, ""assertFalse"": 171, ""assertGetClassReturnsClass"": 19, ""assertGetClassThrowsClassNotFound"": 10, ""assertGetClassThrowsException"": 3, ""assertGetClassThrowsNullPointerException"": 2, ""assertNotNull"": 1, ""assertNotSame"": 1, ""assertNull"": 17, ""assertSame"": 1, ""assertThrows"": 6, ""assertTrue"": 180}","{""assertArrayEquals"": 10, ""assertEquals"": 342, ""assertFalse"": 171, ""assertGetClassReturnsClass"": 19, ""assertGetClassThrowsClassNotFound"": 10, ""assertGetClassThrowsException"": 3, ""assertGetClassThrowsNullPointerException"": 2, ""assertNotNull"": 1, ""assertNotSame"": 1, ""assertNull"": 17, ""assertSame"": 1, ""assertThrows"": 6, ""assertTrue"": 180}",1.0000,6,6,[],[],[],[],"[""test_getShortCanonicalName_String"", ""test_getShortClassName_Class"", ""test_getShortClassName_Object""]","[""test_getShortCanonicalName_String"", ""test_getShortClassName_Class"", ""test_getShortClassName_Object""]",
deepseek-v4-pro,41,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand041_23f508095004,23f508095004cc7215cdd6fc4b15e8d6192f8d1d,Adding Vincent Ricard's patch to CharRange.java providing an iterator that lets you walk the chars in the range. LANG-454,src/test/java/org/apache/commons/lang3/CharRangeTest.java,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,180,180,1.0000,"{""assertEquals"": 157, ""assertFalse"": 6, ""assertNotNull"": 6, ""assertTrue"": 8, ""fail"": 3}","{""assertEquals"": 157, ""assertFalse"": 6, ""assertNotNull"": 6, ""assertTrue"": 8, ""fail"": 3}",1.0000,0,0,[],[],[],[],[],[],
deepseek-v4-pro,43,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand043_242b815437b9,242b815437b9a988c2ce9e980295ca8a9e302e7a,LANG-1185 Add some tests for StringUtils replaceAll and replaceFirst methods,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,136,136,136,1.0000,2,2,2,1.0000,2,2,2,1.0000,0,0,0,1.0000,1254,1254,1.0000,"{""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 5, ""assertEquals"": 994, ""assertFalse"": 46, ""assertNotNull"": 2, ""assertNull"": 124, ""assertSame"": 2, ""assertTrue"": 50, ""fail"": 10}","{""assertAbbreviateWithOffset"": 21, ""assertArrayEquals"": 5, ""assertEquals"": 994, ""assertFalse"": 46, ""assertNotNull"": 2, ""assertNull"": 124, ""assertSame"": 2, ""assertTrue"": 50, ""fail"": 10}",1.0000,13,13,"[""testReplaceAll"", ""testReplaceFirst""]","[""testReplaceAll"", ""testReplaceFirst""]","[""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString""]","[""testReplaceAll_StringStringString"", ""testReplaceFirst_StringStringString""]",[],[],
deepseek-v4-pro,44,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand044_24957f9934ce,24957f9934cee310debd2005bdbd78e21e857e7e,Use final.,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,113,113,113,1.0000,0,0,0,1.0000,0,0,0,1.0000,0,0,0,1.0000,676,676,1.0000,"{""assertCreateNumberZero"": 7, ""assertEquals"": 530, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertNull"": 7, ""assertThrows"": 40, ""assertTrue"": 72}","{""assertCreateNumberZero"": 7, ""assertEquals"": 530, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertNull"": 7, ""assertThrows"": 40, ""assertTrue"": 72}",1.0000,40,40,[],[],[],[],[],[],
deepseek-v4-pro,45,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand045_2521d9619fe1,2521d9619fe1f052ced8ea1107851ac98a1b7488,refactored to Generics and added isArrayIndexValid,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,309,309,309,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1806,1806,1.0000,"{""assertArrayEquals"": 57, ""assertEquals"": 1037, ""assertFalse"": 201, ""assertIsEquals"": 9, ""assertNotNull"": 2, ""assertNotSame"": 20, ""assertNull"": 82, ""assertSame"": 71, ""assertTrue"": 310, ""fail"": 17}","{""assertArrayEquals"": 57, ""assertEquals"": 1037, ""assertFalse"": 201, ""assertIsEquals"": 9, ""assertNotNull"": 2, ""assertNotSame"": 20, ""assertNull"": 82, ""assertSame"": 71, ""assertTrue"": 310, ""fail"": 17}",1.0000,2,2,"[""testIsArrayIndexValid""]","[""testIsArrayIndexValid""]",[],[],[],[],
deepseek-v4-pro,46,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand046_2550d4cfa283,2550d4cfa283603a23283c5495bfab75deff02dc,"Rewriting OctalUnescaper as a hand rolled parser (all of 4 characters), instead of trying to handle the conversion via repeated attempts to convert the numbers. This fixes bugs, see LANG-929, and also changes the behaviour for 'illegal' octals such as \999. Instead of throwing NumberFormatException, it will now ignore them. This seems the better behaviour.",src/test/java/org/apache/commons/lang3/text/translate/OctalUnescaperTest.java,1,1,1,1.0000,0,0,0,1.0000,1,1,1,1.0000,1,1,1,1.0000,12,12,1.0000,"{""assertEquals"": 12}","{""assertEquals"": 12}",1.0000,0,0,[],[],"[""testOutOfRange""]","[""testOutOfRange""]","[""testBetween""]","[""testBetween""]",
deepseek-v4-pro,47,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand047_26bc45fdeeed,26bc45fdeeeda2bee38cc2a08ce99e41fd48e0d6,"Fix checkstyle violations (tabs, missing spaces after commas, missing javadocs)",src/test/java/org/apache/commons/lang3/FunctionsTest.java,15,15,15,1.0000,0,0,0,1.0000,0,0,0,1.0000,4,4,4,1.0000,100,100,1.0000,"{""assertEquals"": 10, ""assertNotNull"": 20, ""assertSame"": 27, ""assertThrows"": 33, ""assertTrue"": 10}","{""assertEquals"": 10, ""assertNotNull"": 20, ""assertSame"": 27, ""assertThrows"": 33, ""assertTrue"": 10}",1.0000,33,33,[],[],[],[],"[""testAsBiFunction"", ""testAsCallable"", ""testAsFunction"", ""testAsSupplier""]","[""testAsBiFunction"", ""testAsCallable"", ""testAsFunction"", ""testAsSupplier""]",
deepseek-v4-pro,49,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand049_28f46460d63b,28f46460d63b4c7806a2b9cce382b2b79ba6fd50,ClassUtils.toCleanName(String) resolves malformed array suffixes instead (#1670),src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,73,73,73,1.0000,3,3,3,1.0000,0,0,0,1.0000,0,0,0,1.0000,850,850,1.0000,"{""assertArrayEquals"": 10, ""assertEquals"": 398, ""assertFalse"": 171, ""assertGetClassReturnsClass"": 19, ""assertGetClassThrowsClassNotFound"": 11, ""assertGetClassThrowsException"": 3, ""assertGetClassThrowsNullPointerException"": 2, ""assertIllegalArgumentException"": 3, ""assertNotNull"": 4, ""assertNotSame"": 1, ""assertNull"": 18, ""assertSame"": 3, ""assertThrows"": 26, ""assertTrue"": 180, ""fail"": 1}","{""assertArrayEquals"": 10, ""assertEquals"": 398, ""assertFalse"": 171, ""assertGetClassReturnsClass"": 19, ""assertGetClassThrowsClassNotFound"": 11, ""assertGetClassThrowsException"": 3, ""assertGetClassThrowsNullPointerException"": 2, ""assertIllegalArgumentException"": 3, ""assertNotNull"": 4, ""assertNotSame"": 1, ""assertNull"": 18, ""assertSame"": 3, ""assertThrows"": 26, ""assertTrue"": 180, ""fail"": 1}",1.0000,26,26,"[""testGetClassStringMalformedMiddleJunkRejected"", ""testGetClassStringMalformedUnpairedBracketsRejected"", ""testGetClassStringWellFormedArrayStillResolves""]","[""testGetClassStringMalformedMiddleJunkRejected"", ""testGetClassStringMalformedUnpairedBracketsRejected"", ""testGetClassStringWellFormedArrayStillResolves""]",[],[],[],[],
deepseek-v4-pro,51,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand051_2cad60b6c25c,2cad60b6c25c87a6a59d3d315ec7d72c552fbc58,removed ArrayUtils.get,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,308,308,308,1.0000,0,0,0,1.0000,1,1,1,1.0000,0,0,0,1.0000,1801,1801,1.0000,"{""assertArrayEquals"": 57, ""assertEquals"": 1035, ""assertFalse"": 201, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 80, ""assertSame"": 71, ""assertTrue"": 310, ""fail"": 17}","{""assertArrayEquals"": 57, ""assertEquals"": 1035, ""assertFalse"": 201, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 80, ""assertSame"": 71, ""assertTrue"": 310, ""fail"": 17}",1.0000,2,2,[],[],"[""testGet""]","[""testGet""]",[],[],
deepseek-v4-pro,52,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand052_2ebc17ba3f24,2ebc17ba3f244ae44aae46273aeef7e321f9542a,Added Functions.tryWithResources.,src/test/java/org/apache/commons/lang3/FunctionsTest.java,7,7,7,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,51,51,1.0000,"{""assertEquals"": 4, ""assertNotNull"": 9, ""assertSame"": 15, ""assertTrue"": 10, ""fail"": 13}","{""assertEquals"": 4, ""assertNotNull"": 9, ""assertSame"": 15, ""assertTrue"": 10, ""fail"": 13}",1.0000,0,0,"[""testTryWithResources""]","[""testTryWithResources""]",[],[],[],[],
deepseek-v4-pro,53,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand053_2f153733c7df,2f153733c7dfe33f38438be3fd3269e0c3ab7005,Rename method and fix typo. (#940),src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,11,11,11,1.0000,1,1,1,1.0000,0,0,0,1.0000,1,1,1,1.0000,63,63,1.0000,"{""assertEquals"": 53, ""assertFalse"": 2, ""assertThrows"": 1, ""assertTrue"": 7}","{""assertEquals"": 53, ""assertFalse"": 2, ""assertThrows"": 1, ""assertTrue"": 7}",1.0000,1,1,"[""testGetNanosOfMiili""]","[""testGetNanosOfMiili""]",[],[],"[""testGetNanosOfMilli""]","[""testGetNanosOfMilli""]",
deepseek-v4-pro,54,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand054_313d877d57ab,313d877d57abefdbb1ad0c42781bf719b83d5a35,"Two fixes in RandomStringUtils.random(int, int, int, boolean, boolean, (#1638)",src/test/java/org/apache/commons/lang3/RandomStringUtilsTest.java,32,32,32,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,151,151,1.0000,"{""assertDoesNotThrow"": 1, ""assertEquals"": 50, ""assertIllegalArgumentException"": 34, ""assertNotEquals"": 14, ""assertNotNull"": 1, ""assertThrows"": 3, ""assertTimeout"": 1, ""assertTrue"": 46, ""fail"": 1}","{""assertDoesNotThrow"": 1, ""assertEquals"": 50, ""assertIllegalArgumentException"": 34, ""assertNotEquals"": 14, ""assertNotNull"": 1, ""assertThrows"": 3, ""assertTimeout"": 1, ""assertTrue"": 46, ""fail"": 1}",1.0000,3,3,"[""testCustomLetterCharsArrayDoesNotThrowIAE"", ""testOnlyRejectedCodePoints""]","[""testCustomLetterCharsArrayDoesNotThrowIAE"", ""testOnlyRejectedCodePoints""]",[],[],[],[],
